movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name
living dark: the story of ted the caver,Horror,David Hunt,Matthew Alan,Chris Cleveland,Circus-Szalewski
under the same moon,Adventure Drama,Patricia Riggen,America Ferrera,Eugenio Derbez,Kate del Castillo
conquest of the planet of the apes,Action Sci-Fi,J. Lee Thompson,Roddy McDowall,Gordon Jump,John Randolph
in the bedroom,Crime Drama,Todd Field,Tom Wilkinson,Sissy Spacek,Karen Allen
i spit on your grave,Horror Thriller,Steven R. Monroe,Sarah Butler,Chad Lindberg,Daniel Franzese
"happy, texas",Comedy Crime Romance,Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam
my summer of love,Drama Romance,Pawel Pawlikowski,Paddy Considine,Natalie Press,Dean Andrews
the lunchbox,Drama Romance,Ritesh Batra,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey
yes,Drama Romance,Sally Potter,Shirley Henderson,Joan Allen,Stephanie Leonidas
you can't take it with you,Comedy Drama Romance,Frank Capra,Jean Arthur,Ann Miller,Lionel Barrymore
from here to eternity,Drama Romance War,Fred Zinnemann,Montgomery Clift,Donna Reed,Deborah Kerr
she wore a yellow ribbon,Western,John Ford,Harry Carey Jr.,Ben Johnson,Victor McLaglen
grace unplugged,Drama Music,Brad J. Silverman,Shawnee Smith,Michael Welch,Anthony Reynolds
foolish,Comedy Drama,Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs
n-secure,Crime Drama Thriller,David M. Matthews,Essence Atkins,Lamman Rucker,Tempestt Bledsoe
caramel,Comedy Drama Romance,Nadine Labaki,Yasmine Al Massri,Adel Karam,Nadine Labaki
out of the dark,Horror Thriller,Lluís Quílez,Stephen Rea,Pixie Davies,Alejandro Furth
the bubble,Comedy Drama Romance,Eytan Fox,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid
the conversation,Drama Mystery Thriller,Francis Ford Coppola,Harrison Ford,Teri Garr,Cindy Williams
dil jo bhi kahey...,Romance,Romesh Sharma,Annabelle Wallis,Revathy,Bhoomika Chawla
mississippi mermaid,Crime Drama Romance,François Truffaut,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet
i love your work,Drama Mystery,Adam Goldberg,Judy Greer,Marisa Coughlan,Nicky Katt
cabin fever,Horror,Travis Zariwny,Dustin Ingram,Gage Golightly,Samuel Davis
dawn of the dead,Action Horror Thriller,Zack Snyder,Ty Burrell,Kevin Zegers,Mekhi Phifer
waitress,Comedy Drama Romance,Adrienne Shelly,Lew Temple,Cheryl Hines,Eddie Jemison
bloodsport,Action Biography Drama Sport,Newt Arnold,Bolo Yeung,Donald Gibb,Ken Siu
mr. smith goes to washington,Comedy Drama,Frank Capra,Claude Rains,Jean Arthur,Thomas Mitchell
kids,Drama,Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce
the squid and the whale,Comedy Drama,Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline
kissing jessica stein,Comedy Drama Romance,Charles Herman-Wurmfeld,Scott Cohen,Jennifer Westfeldt,Brian Stepanek
"a woman, a gun and a noodle shop",Comedy Drama,Yimou Zhang,Honglei Sun,Ni Yan,Dahong Ni
kickboxer: vengeance,Action,John Stockwell,Matthew Ziff,T.J. Storm,Sam Medina
spellbound,Film-Noir Mystery Romance Thriller,Alfred Hitchcock,Norman Lloyd,Rhonda Fleming,Leo G. Carroll
exotica,Drama Mystery Romance,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley
buffalo '66,Comedy Crime Drama Romance,Vincent Gallo,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent
insidious,Fantasy Horror Mystery Thriller,James Wan,Lin Shaye,Barbara Hershey,Philip Friedman
repo man,Comedy Crime Sci-Fi Thriller,Alex Cox,Del Zamora,Tracey Walter,Miguel Sandoval
nine queens,Crime Drama Thriller,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Leticia Brédice
the gatekeepers,Documentary War,Dror Moreh,Ami Ayalon,Yuval Diskin,Yaakov Peri
the ballad of jack and rose,Drama,Rebecca Miller,Beau Bridges,Susanna Thompson,Ryan McDonald
the to do list,Comedy Romance,Maggie Carey,Donald Glover,Alia Shawkat,Scott Porter
killing zoe,Crime Drama Thriller,Roger Avary,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade
the believer,Drama,Henry Bean,Ryan Gosling,Theresa Russell,Summer Phoenix
snow angels,Drama Romance,David Gordon Green,Michael Angarano,Connor Paolo,Tom Noonan
unsullied,Action Horror Thriller,Simeon Rice,Ward G. Smith,Lisa Brave,Malone Thomas
session 9,Horror Mystery,Brad Anderson,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden
i want someone to eat cheese with,Comedy Romance,Jeff Garlin,Jessy Schram,Jeff Garlin,Joey Slotnick
mooz-lum,Drama Family,Qasim Basir,Dorian Missick,Nia Long,Evan Ross
hatchet,Comedy Horror,Adam Green,Joel David Moore,Kane Hodder,Joel Murray
modern times,Comedy Drama Family,Charles Chaplin,Paulette Goddard,Stanley Blystone,Fred Malatesta
stolen summer,Drama,Pete Jones,Brian Dennehy,Aidan Quinn,Bonnie Hunt
my name is bruce,Comedy Fantasy,Bruce Campbell,Ted Raimi,Dan Hicks,Timothy Patrick Quill
the salon,Comedy Drama,Mark Brown,Vivica A. Fox,Monica Calhoun,Garrett Morris
road hard,Comedy,Adam Carolla,Jay Mohr,Jim O'Heir,David Alan Grier
forty shades of blue,Drama Music Romance,Ira Sachs,Rip Torn,Jenny O'Hara,Darren E. Burrows
amigo,Drama War,John Sayles,Brian Lee Franklin,John Arcilla,Ronnie Lazaro
pontypool,Fantasy Horror,Bruce McDonald,Stephen McHattie,Georgina Reilly,Boyd Banks
trucker,Drama,James Mottern,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence
me you and five bucks,Comedy Drama Romance,Jaime Zevallos,Angela Sarafyan,Jaime Zevallos,Michael Elian
the lords of salem,Drama Fantasy Horror Thriller,Rob Zombie,Sid Haig,Dee Wallace,Michael Berryman
housebound,Comedy Horror Mystery,Gerard Johnstone,Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes
wal-mart: the high cost of low price,Documentary,Robert Greenwald,Lee Scott,Jon Hunter,Matt Hunter
fetching cody,Drama Fantasy Romance,David Ray,Nicole Muñoz,Sarah Lind,Kyla Wise
once upon a time in queens,Comedy Drama,Dave Rodriguez,Chazz Palminteri,Michael Rapaport,Paul Sorvino
closer to the moon,Comedy Drama,Nae Caranfil,Monica Barladeanu,Joe Armstrong,Martin Hancock
mutant world,Sci-Fi,David Winning,Ashanti,Amber Marshall,John DeSantis
growing up smith,Comedy Drama Family,Frank Lotito,Brighton Sharbino,Jake Busey,Tim Guinee
checkmate,Action Crime Thriller,Timothy Woodward Jr.,Katrina Law,Johnny Messner,Michael Paré
jack reacher,Action Crime Mystery Thriller,Christopher McQuarrie,Tom Cruise,Robert Duvall,David Oyelowo
#horror,Drama Horror Mystery Thriller,Tara Subkoff,Timothy Hutton,Balthazar Getty,Lydia Hearst
wind walkers,Action Horror Thriller,Russell Friedenberg,Rudy Youngblood,Glen Powell,Kiowa Gordon
snow white and the seven dwarfs,Animation Family Fantasy Musical,William Cottrell,Adriana Caselotti,Billy Gilbert,Lucille La Verne
the holy girl,Drama,Lucrecia Martel,Mía Maestro,Mercedes Morán,María Alche
shalako,Western,Edward Dmytryk,Brigitte Bardot,Woody Strode,Honor Blackman
incident at loch ness,Adventure Comedy Horror,Zak Penn,Zak Penn,Gabriel Beristain,John Bailey
the dog lover,Drama,Alex Ranarivelo,Lea Thompson,Christina Moore,Cullen Douglas
girl house,Horror Thriller,Jon Knautz,Camren Bicondova,Adam DiMarco,Chasty Ballesteros
the blue room,Crime Romance Thriller,Mathieu Amalric,Mathieu Amalric,Léa Drucker,Laurent Poitrenaux
house at the end of the drive,Horror Thriller,David Worth,Jessica Szohr,Jonathan Mangum,Angela Jones
batman: the movie,Adventure Comedy Family,Leslie H. Martinson,Burgess Meredith,Cesar Romero,Burt Ward
"lock, stock and two smoking barrels",Comedy Crime,Guy Ritchie,Jason Statham,Jason Flemyng,Dexter Fletcher
the ballad of gregorio cortez,Western,Robert M. Young,Barry Corbin,Bruce McGill,Ned Beatty
the streets of san francisco            ,Action Crime Drama Mystery,unknown,Karl Malden,Michael Douglas,unknown
the celebration,Drama,Thomas Vinterberg,Ulrich Thomsen,Paprika Steen,Trine Dyrholm
trees lounge,Comedy Drama,Steve Buscemi,Steve Buscemi,Debi Mazar,Carol Kane
journey from the fall,Drama,Ham Tran,Long Nguyen,Kieu Chinh,Cat Ly
the basket,Drama,Rich Cowan,Eric Dane,Karen Allen,Peter Coyote
eddie: the sleepwalking cannibal,Comedy Horror,Boris Rodriguez,Stephen McHattie,Thure Lindhardt,Georgina Reilly
mercury rising,Action Crime Drama Thriller,Harold Becker,Bruce Willis,Miko Hughes,Carrie Preston
space: above and beyond            ,Drama Sci-Fi,unknown,James Morrison,Tucker Smallwood,Kristen Cloke
queen of the mountains,Action Biography Drama History,Sadyk Sher-Niyaz,Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev
def-con 4,Action Sci-Fi,Paul Donovan,Maury Chaykin,Lenore Zann,Tim Choate
the hebrew hammer,Comedy,Jonathan Kesselman,Judy Greer,Adam Goldberg,Tony Cox
neal 'n' nikki,Comedy Musical Romance,Arjun Sablok,Abhishek Bachchan,Uday Chopra,Samantha McLeod
the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,Comedy,Craig Moss,Noureen DeWulf,Bryan Callen,Matt Crabtree
forget me not,Horror Romance Thriller,Tyler Oliver,Bella Thorne,Chloe Bridges,Christopher Atkins
rebecca,Drama Film-Noir Mystery Thriller,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders
friday the 13th part 2,Horror Mystery Thriller,Steve Miner,Betsy Palmer,Adrienne King,Amy Steel
the lost weekend,Drama Film-Noir,Billy Wilder,Ray Milland,Jane Wyman,Frank Faylen
c.h.u.d.,Horror Sci-Fi,Douglas Cheek,Daniel Stern,John Heard,Sam McMurray
filly brown,Drama Music,Youssef Delara,Noel Gugliemi,Jenni Rivera,Jorge Diaz
the lion of judah,Animation,Deryck Broom,Vic Mignogna,Omar Benson Miller,Anupam Kher
niagara,Crime Film-Noir Thriller,Henry Hathaway,Joseph Cotten,Jean Peters,Will Wright
how green was my valley,Drama Family,John Ford,Roddy McDowall,Walter Pidgeon,Barry Fitzgerald
the girlfriend experience            ,Drama,unknown,Mary Lynn Rajskub,Riley Keough,Paul Sparks
da sweet blood of jesus,Comedy Romance Thriller,Spike Lee,Rami Malek,Elvis Nolasco,Felicia Pearson
"sex, lies, and videotape",Drama,Steven Soderbergh,Peter Gallagher,Laura San Giacomo,Steven Brill
saw,Horror Mystery Thriller,James Wan,Michael Emerson,Monica Potter,Shawnee Smith
super troopers,Comedy Crime Mystery,Jay Chandrasekhar,Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar
the algerian,Action Romance Thriller,Giovanni Zelko,Zuhair Haddad,Harry Lennix,Ben Youcef
the amazing catfish,Comedy Drama,Claudia Sainte-Luce,Ximena Ayala,Vera Wilson,José Manuel Orozco Angulo
the day the earth stood still,Drama Sci-Fi Thriller,Scott Derrickson,Keanu Reeves,Jon Hamm,Juan Riedinger
monsoon wedding,Comedy Drama Romance,Mira Nair,Naseeruddin Shah,Randeep Hooda,Lillete Dubey
you can count on me,Drama,Kenneth Lonergan,Matthew Broderick,Rory Culkin,Gaby Hoffmann
the trouble with harry,Comedy Mystery Romance,Alfred Hitchcock,Jerry Mathers,John Forsythe,Royal Dano
lucky number slevin,Crime Drama Mystery Thriller,Paul McGuigan,Bruce Willis,Morgan Freeman,Dorian Missick
but i'm a cheerleader,Comedy Drama,Jamie Babbit,Natasha Lyonne,Clea DuVall,Eddie Cibrian
home run,Drama Sport,David Boyd,Vivica A. Fox,Drew Waters,Scott Elrod
reservoir dogs,Crime Drama Thriller,Quentin Tarantino,Quentin Tarantino,Steve Buscemi,Chris Penn
the blue bird,Drama Family Fantasy,Walter Lang,Spring Byington,Nigel Bruce,Gale Sondergaard
"the good, the bad and the ugly",Western,Sergio Leone,Clint Eastwood,Luigi Pistilli,Enzo Petito
the second mother,Comedy Drama,Anna Muylaert,Alex Huszar,Regina Casé,Luis Miranda
blue like jazz,Comedy Drama,Steve Taylor,Jason Marsden,Marshall Allman,Eric Lange
down and out with the dolls,Comedy Music,Kurt Voss,Lemmy,Coyote Shivers,Zoë Poledouris
"pink ribbons, inc.",Documentary,Léa Pool,unknown,unknown,unknown
certifiably jonathan,Comedy Documentary,James David Pasternak,Robin Williams,Sarah Silverman,Jonathan Winters
q,Drama,Laurent Bouhnik,Déborah Révy,Johnny Amaro,Yassine Azzouz
the knife of don juan,Comedy Drama,Tom Sanchez,Nataniel Sánchez,Antonio Arrué,Juan Carlos Montoya
grand theft parsons,Adventure Comedy Drama,David Caffrey,Marley Shelton,Scott Adsit,Jim Cody Williams
extreme movie,Comedy,Adam Jay Epstein,Rich Ceraulo,Denise Boutte,Vanessa Lee Chester
the charge of the light brigade,Action Adventure Romance War,Michael Curtiz,Errol Flynn,David Niven,Spring Byington
below zero,Thriller,Justin Thomas Ostensen,Michael Berryman,Kristin Booth,Michael Eisner
crowsnest,Action Horror Mystery Thriller,Brenton Spencer,Christie Burke,Victor Zinck Jr.,Chelsey Reist
airborne,Adventure Comedy Sport,Rob Bowman,Alanna Ubach,Jacob Vargas,Brittney Powell
cotton comes to harlem,Action Comedy,Ossie Davis,Redd Foxx,Cleavon Little,Calvin Lockhart
the wicked within,Horror,Jay Alaimo,William McNamara,Sabrina Carmichael,Patrick Muldoon
bleeding hearts,Horror,Dylan Bank,Seregon O'Dassey,Deirdre Lorenz,Dustin Diamond
waiting...,Comedy,Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies
dead man's shoes,Crime Drama Thriller,Shane Meadows,Paddy Considine,Gary Stretch,George Newton
wolf creek            ,Drama Horror Thriller,unknown,Richard Cawthorne,John Jarratt,Lucy Fry
from a whisper to a scream,Action Drama Horror Thriller,Jeff Burr,Terry Kiser,Clu Gulager,Susan Tyrrell
sex with strangers,Documentary Drama,Harry Gantz,unknown,unknown,unknown
dracula: pages from a virgin's diary,Comedy Horror Musical,Guy Maddin,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale
faith like potatoes,Drama,Regardt van den Bergh,Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson
beyond the black rainbow,Sci-Fi Thriller,Panos Cosmatos,Chris Gauthier,Marilyn Norry,Eva Bourne
the raid: redemption,Action Crime Thriller,Gareth Evans,Iko Uwais,Yayan Ruhian,Donny Alamsyah
the dead undead,Action Horror Sci-Fi,Matthew R. Anderson,Johnny Pacar,Vernon Wells,Matthew R. Anderson
the vatican exorcisms,Horror,Joe Marino,Piero Maggiò,Anella Vastola,Joe Marino
casablanca,Drama Romance War,Michael Curtiz,Humphrey Bogart,Claude Rains,Conrad Veidt
lake mungo,Drama Horror Mystery Thriller,Joel Anderson,Talia Zucker,Rosie Traynor,Martin Sharpe
rocket singh: salesman of the year,Comedy Drama,Shimit Amin,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan
silent running,Drama Sci-Fi,Douglas Trumbull,Bruce Dern,Ron Rifkin,Jesse Vint
rocky,Drama Sport,John G. Avildsen,Sylvester Stallone,Burgess Meredith,Carl Weathers
the sleepwalker,Drama,Mona Fastvold,Christopher Abbott,Brady Corbet,Gitte Witt
the fog,Fantasy Horror,John Carpenter,Jamie Lee Curtis,Hal Holbrook,Janet Leigh
tom jones,Adventure Comedy History,Tony Richardson,Albert Finney,Susannah York,Hugh Griffith
unfriended,Horror Mystery Thriller,Levan Gabriadze,Shelley Hennig,Renee Olstead,Heather Sossaman
taxi driver,Crime Drama,Martin Scorsese,Robert De Niro,Albert Brooks,Peter Boyle
the howling,Horror,Joe Dante,Patrick Macnee,Robert Picardo,Dee Wallace
dr. no,Action Adventure Thriller,Terence Young,Ursula Andress,Jack Lord,Lois Maxwell
chernobyl diaries,Horror Mystery Sci-Fi Thriller,Bradley Parker,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski
hellraiser,Fantasy Horror,Clive Barker,Andrew Robinson,Ashley Laurence,Clare Higgins
god's not dead 2,Drama,Harold Cronk,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera
cry_wolf,Drama Horror Mystery Thriller,Jeff Wadlow,Julian Morris,Gary Cole,Lindy Booth
godzilla 2000,Action Adventure Drama Sci-Fi Thriller,Takao Okawara,Hiroshi Abe,Naomi Nishida,Sakae Kimura
blue valentine,Drama Romance,Derek Cianfrance,Ryan Gosling,Mike Vogel,John Doman
transamerica,Adventure Comedy Drama,Duncan Tucker,Kevin Zegers,Felicity Huffman,Paul Borghese
the devil inside,Horror,William Brent Bell,Fernanda Andrade,Claudiu Trandafir,Brian Johnson
beyond the valley of the dolls,Comedy Drama Music,Russ Meyer,Charles Napier,Cynthia Myers,Harrison Page
love me tender,Drama Romance Western,Robert D. Webb,James Drury,Neville Brand,Debra Paget
an inconvenient truth,Documentary,Davis Guggenheim,Billy West,Al Gore,unknown
sands of iwo jima,Action Drama Romance War,Allan Dwan,James Brown,Richard Jaeckel,Forrest Tucker
shine a light,Biography Documentary Music,Martin Scorsese,Mick Jagger,Keith Richards,Albert Maysles
the green inferno,Adventure Horror,Eli Roth,Daryl Sabara,Richard Burgi,Magda Apanowicz
departure,Drama Family Romance,Andrew Steggall,Juliet Stevenson,Alex Lawther,Niamh Cusack
the sessions,Biography Comedy Drama Romance,Ben Lewin,W. Earl Brown,Adam Arkin,Rhea Perlman
"food, inc.",Documentary,Robert Kenner,Michael Pollan,Eric Schlosser,Barbara Kowalcyk
october baby,Drama,Andrew Erwin,Rachel Hendrix,Robert Amaya,Jason Burkey
next stop wonderland,Comedy Drama Romance,Brad Anderson,Philip Seymour Hoffman,Callie Thorne,Holland Taylor
juno,Comedy Drama Romance,Jason Reitman,J.K. Simmons,Jennifer Garner,Rainn Wilson
the skeleton twins,Comedy Drama,Craig Johnson,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins
martha marcy may marlene,Drama Mystery Thriller,Sean Durkin,Christopher Abbott,Julia Garner,Brady Corbet
obvious child,Comedy Drama,Gillian Robespierre,Gaby Hoffmann,Jenny Slate,Jake Lacy
frozen river,Crime Drama,Courtney Hunt,Charlie McDermott,Michael O'Keefe,Misty Upham
20 feet from stardom,Documentary Music,Morgan Neville,Sheryl Crow,Lou Adler,Merry Clayton
two girls and a guy,Comedy Drama,James Toback,Robert Downey Jr.,Natasha Gregson Wagner,Angel David
walking and talking,Comedy Drama Romance,Nicole Holofcener,Kevin Corrigan,Anne Heche,Vincent Pastore
the full monty,Comedy Drama Music,Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp
who killed the electric car?,Documentary,Chris Paine,Ed Begley Jr.,Phyllis Diller,Colette Divine
the broken hearts club: a romantic comedy,Comedy Drama Romance Sport,Greg Berlanti,Justin Theroux,Nia Long,Mary McCormack
bubba ho-tep,Comedy Fantasy Mystery,Don Coscarelli,Daniel Roebuck,Ossie Davis,Ella Joyce
goosebumps,Adventure Comedy Family Fantasy Horror,Rob Letterman,Odeya Rush,Dylan Minnette,Ken Marino
slam,Drama,Marc Levin,Sonja Sohn,Saul Williams,Bonz Malone
brigham city,Crime Drama Mystery,Richard Dutcher,Wilford Brimley,Frank Gerrish,Rick Macy
fiza,Drama Romance,Khalid Mohamed,Karisma Kapoor,Manoj Bajpayee,Jaya Bhaduri
history of the world: part i,Comedy,Mel Brooks,Madeline Kahn,Sid Caesar,Dom DeLuise
orgazmo,Comedy Sci-Fi,Trey Parker,Trey Parker,Dian Bachar,Matt Stone
all the real girls,Drama Romance,David Gordon Green,Zooey Deschanel,Paul Schneider,Shea Whigham
dream with the fishes,Comedy Drama,Finn Taylor,David Arquette,Cathy Moriarty,Kathryn Erbe
blue car,Drama,Karen Moncrieff,Frances Fisher,Agnes Bruckner,A.J. Buckley
luminarias,Comedy Romance,José Luis Valenzuela,Cheech Marin,Lupe Ontiveros,Robert Beltran
palo alto,Drama,Gia Coppola,James Franco,Nat Wolff,Olivia Crocicchia
ajami,Crime Drama,Scandar Copti,Shahir Kabaha,Scandar Copti,Ranin Karim
wristcutters: a love story,Comedy Drama Fantasy Romance,Goran Dukic,Leslie Bibb,Patrick Fugit,Chase Ellison
i origins,Drama Romance Sci-Fi,Mike Cahill,Steven Yeun,Cara Seymour,Venida Evans
the battle of shaker heights,Comedy Drama Romance,Efram Potelle,Shiri Appleby,Elden Henson,Kathleen Quinlan
the lovely bones,Drama Fantasy Thriller,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy
the act of killing,Biography Crime Documentary History,Joshua Oppenheimer,Anwar Congo,Herman Koto,Syamsul Arifin
taxi to the dark side,Crime Documentary War,Alex Gibney,Alex Gibney,George W. Bush,Greg D'Agostino
once in a lifetime: the extraordinary story of the new york cosmos,Documentary Sport,Paul Crowder,Pelé,Marv Albert,Ahmet Ertegun
guiana 1838,Drama,Rohit Jagessar,Kumar Gaurav,Rufus Graham,Aasheekaa Bathija
lisa picard is famous,Comedy Drama,Griffin Dunne,Mira Sorvino,Fisher Stevens,Melissa Gilbert
antarctica: a year on ice,Adventure Biography Documentary Drama,Anthony Powell,Josh Swanson,Tom Hamann,Anthony Powell
a lego brickumentary,Documentary,Kief Davidson,G.W. Krauss,Brian Whitaker,Jason Bateman
hardflip,Action Drama,Johnny Remo,Matthew Ziff,Randy Wayne,Raquel Elizabeth Ames
